PC_ID,Innate,Current,Maximum,derivative
1311,obedience,0.55,0.55,0.10
1311,pain tolerance,0.23,0.23,0.01
1311,perception,0.56,0.56,0.07
1311,reflex,0.30,0.30,0.06
1311,speed,0.46,0.46,0.04
1311,strength,2.33,2.33,0.17
1312,agility,-1.61,-1.61,0.01
1312,analytical reasoning,1.52,1.52,0.51
1312,bravery,0.71,0.71,0.04
1312,endurance,1.86,1.86,0.21
1312,honesty,0.52,0.52,0.08
1312,intuition,-0.80,-0.80,0.08
1312,loyalty,-0.02,-0.02,0.11
1312,memory,-0.59,-0.59,0.04
1312,obedience,-2.20,-2.20,0.27
1312,pain tolerance,2.15,2.15,0.22
1312,perception,2.21,2.21,0.22
1312,reflex,0.47,0.47,0.25
1312,speed,0.24,0.24,0.08
1312,strength,0.01,0.01,0.11
1313,agility,-0.49,-0.49,0.17
1313,analytical reasoning,1.32,1.32,0.23
1313,bravery,1.25,1.25,0.48
1313,endurance,-0.20,-0.20,0.08
1313,honesty,0.58,0.58,0.32
1313,intuition,-0.84,-0.84,0.01
1313,loyalty,1.57,1.57,0.45
1313,memory,0.06,0.06,0.02
1313,obedience,-0.61,-0.61,0.20
1313,pain tolerance,-0.35,-0.35,0.13
1313,perception,-0.58,-0.58,0.16
1313,reflex,0.37,0.37,0.04
1313,speed,1.88,1.88,0.31
1313,strength,0.64,0.64,0.42
1314,agility,0.75,0.75,0.67
1314,analytical reasoning,0.54,0.54,0.28
1314,bravery,1.36,1.36,0.09
1314,endurance,0.01,0.01,0.07
1314,honesty,-0.03,-0.03,0.02
1314,intuition,0.43,0.43,0.09
1314,loyalty,0.78,0.78,0.12
1314,memory,0.37,0.37,0.18
1314,obedience,0.11,0.11,0.15
1314,pain tolerance,1.40,1.40,0.30
1314,perception,1.06,1.06,0.20
1314,reflex,1.68,1.68,0.16
1314,speed,0.71,0.71,0.07
1314,strength,1.27,1.27,0.71
1315,agility,0.08,0.08,0.07
1315,analytical reasoning,-1.46,-1.46,0.61
1315,bravery,1.79,1.79,0.11
1315,endurance,0.88,0.88,0.05
1315,honesty,0.83,0.83,0.02
1315,intuition,0.59,0.59,0.10
1315,loyalty,-0.64,-0.64,0.07
1315,memory,-0.02,-0.02,0.36
1315,obedience,0.88,0.88,0.22
1315,pain tolerance,2.11,2.11,0.09
1315,perception,-1.46,-1.46,0.01
1315,reflex,0.44,0.44,0.23
1315,speed,-0.56,-0.56,0.01
1315,strength,2.73,2.73,0.04
1316,agility,0.18,0.18,0.04
1316,analytical reasoning,1.62,1.62,0.01
1316,bravery,0.83,0.83,0.37
1316,endurance,1.80,1.80,0.02
1316,honesty,0.86,0.86,0.01
1316,intuition,-0.83,-0.83,0.07
1316,loyalty,-0.80,-0.80,0.02
1316,memory,-1.88,-1.88,0.34
1316,obedience,0.34,0.34,0.10
1316,pain tolerance,1.28,1.28,0.01
1316,perception,-2.03,-2.03,0.24
1316,reflex,1.04,1.04,0.01
1316,speed,0.45,0.45,0.12
1316,strength,0.73,0.73,0.01
1317,agility,-2.14,-2.14,0.02
1317,analytical reasoning,-0.01,-0.01,0.24
1317,bravery,1.13,1.13,0.01
1317,endurance,-0.38,-0.38,0.14
1317,honesty,-0.73,-0.73,0.30
1317,intuition,1.03,1.03,0.40
1317,loyalty,0.76,0.76,0.19
1317,memory,-1.32,-1.32,0.05
1317,obedience,-0.87,-0.87,0.04
1317,pain tolerance,-0.06,-0.06,0.19
1317,perception,-0.86,-0.86,0.03
1317,reflex,-0.86,-0.86,0.11
1317,speed,1.50,1.50,0.13
1317,strength,1.28,1.28,0.23
1318,agility,-0.72,-0.72,0.16
1318,analytical reasoning,0.75,0.75,0.01
1318,bravery,2.51,2.51,0.06
1318,endurance,-0.34,-0.34,0.21
1318,honesty,1.04,1.04,0.02
1318,intuition,-0.45,-0.45,0.03
1318,loyalty,1.89,1.89,1.05
1318,memory,-0.34,-0.34,0.16
1318,obedience,1.47,1.47,0.07
1318,pain tolerance,-0.66,-0.66,0.22
1318,perception,-1.71,-1.71,0.03
1318,reflex,-0.24,-0.24,0.11
1318,speed,-0.58,-0.58,0.25
1318,strength,-1.63,-1.63,0.01
1319,agility,0.24,0.24,0.05
1319,analytical reasoning,-1.59,-1.59,0.01
1319,bravery,0.67,0.67,0.13
1319,endurance,-1.20,-1.20,0.45
1319,honesty,-0.43,-0.43,0.02
1319,intuition,0.33,0.33,0.09
1319,loyalty,1.77,1.77,0.26
1319,memory,1.74,1.74,0.16
1319,obedience,0.41,0.41,0.02
1319,pain tolerance,1.99,1.99,0.02
1319,perception,0.25,0.25,0.01
1319,reflex,1.59,1.59,0.01
1319,speed,1.66,1.66,0.10
1319,strength,0.76,0.76,0.22
1320,agility,-0.30,-0.30,0.06
1320,analytical reasoning,1.85,1.85,0.16
1320,bravery,2.53,2.53,0.11
1320,endurance,0.58,0.58,0.05
1320,honesty,2.51,2.51,0.09
1320,intuition,-0.38,-0.38,0.16
1320,loyalty,2.88,2.88,0.32
1320,memory,0.29,0.29,0.06
1320,obedience,-0.05,-0.05,0.34
1320,pain tolerance,2.09,2.09,0.10
1320,perception,1.73,1.73,0.11
1320,reflex,0.24,0.24,0.33
1320,speed,2.51,2.51,0.08
1320,strength,-0.15,-0.15,0.26
1321,agility,0.58,0.58,0.08
1321,analytical reasoning,0.73,0.73,0.26
1321,bravery,-1.67,-1.67,0.45
1321,endurance,0.52,0.52,0.16
1321,honesty,-0.54,-0.54,0.05
1321,intuition,1.58,1.58,0.58
1321,loyalty,1.14,1.14,0.10
1321,memory,-1.16,-1.16,0.07
1321,obedience,-0.75,-0.75,0.18
1321,pain tolerance,-0.01,-0.01,0.09
1321,perception,0.57,0.57,0.15
1321,reflex,0.51,0.51,0.01
1321,speed,-0.38,-0.38,0.48
1321,strength,-1.00,-1.00,0.13
1322,agility,2.04,2.04,0.02
1322,analytical reasoning,-0.50,-0.50,0.18
1322,bravery,-0.04,-0.04,0.01
1322,endurance,-0.25,-0.25,0.31
1322,honesty,0.29,0.29,0.10
1322,intuition,-0.18,-0.18,0.41
1322,loyalty,0.90,0.90,0.04
1322,memory,0.64,0.64,0.05
1322,obedience,-0.03,-0.03,0.18
1322,pain tolerance,-0.72,-0.72,0.03
1322,perception,-1.09,-1.09,0.29
1322,reflex,1.30,1.30,0.03
1322,speed,1.49,1.49,0.07
1322,strength,0.08,0.08,0.07
1323,agility,0.97,0.97,0.15
1323,analytical reasoning,-1.53,-1.53,0.02
1323,bravery,0.61,0.61,0.11
1323,endurance,1.46,1.46,0.32
1323,honesty,-0.67,-0.67,0.03
1323,intuition,0.24,0.24,0.51
1323,loyalty,0.04,0.04,0.06
1323,memory,0.34,0.34,0.01
1323,obedience,-1.18,-1.18,0.05
1323,pain tolerance,-0.06,-0.06,0.20
1323,perception,-1.27,-1.27,0.06
1323,reflex,-0.95,-0.95,0.01
1323,speed,-1.07,-1.07,0.27
1323,strength,0.30,0.30,0.02
1324,agility,-0.36,-0.36,0.18
1324,analytical reasoning,1.25,1.25,0.09
1324,bravery,0.59,0.59,0.62
1324,endurance,-0.86,-0.86,0.12
1324,honesty,-0.25,-0.25,0.19
1324,intuition,0.34,0.34,0.26
1324,loyalty,1.30,1.30,0.26
1324,memory,1.04,1.04,0.32
1324,obedience,0.16,0.16,0.01
1324,pain tolerance,0.02,0.02,0.15
1324,perception,-0.12,-0.12,0.29
1324,reflex,0.15,0.15,0.10
1324,speed,-0.30,-0.30,0.82
1324,strength,0.34,0.34,0.29
1325,agility,-0.16,-0.16,0.31
1325,analytical reasoning,0.80,0.80,0.02
1325,bravery,-0.23,-0.23,0.13
1325,endurance,-0.84,-0.84,0.21
1325,honesty,-0.99,-0.99,0.10
1325,intuition,1.19,1.19,0.01
1325,loyalty,1.12,1.12,0.32
1325,memory,1.53,1.53,0.03
1325,obedience,-0.42,-0.42,0.02
1325,pain tolerance,0.32,0.32,0.01
1325,perception,-0.59,-0.59,0.20
1325,reflex,2.04,2.04,0.01
1325,speed,-0.95,-0.95,0.22
1325,strength,0.48,0.48,0.18
1326,agility,0.80,0.80,0.05
1326,analytical reasoning,-0.10,-0.10,0.11
1326,bravery,1.74,1.74,0.20
1326,endurance,0.78,0.78,0.16
1326,honesty,-1.86,-1.86,0.08
1326,intuition,1.38,1.38,0.08
1326,loyalty,-0.33,-0.33,0.01
1326,memory,-1.02,-1.02,0.19
1326,obedience,-0.60,-0.60,0.01
1326,pain tolerance,0.62,0.62,0.20
1326,perception,-1.11,-1.11,0.23
1326,reflex,-1.32,-1.32,0.01
1326,speed,1.10,1.10,0.02
1326,strength,-1.11,-1.11,0.09
1327,agility,0.24,0.24,0.02
1327,analytical reasoning,1.06,1.06,0.42
1327,bravery,-0.01,-0.01,0.23
1327,endurance,0.09,0.09,0.06
1327,honesty,0.77,0.77,0.13
1327,intuition,0.08,0.08,0.01
1327,loyalty,-0.14,-0.14,0.14
1327,memory,0.38,0.38,0.20
1327,obedience,1.25,1.25,0.03
1327,pain tolerance,-0.80,-0.80,0.03
1327,perception,1.55,1.55,0.11
1327,reflex,1.15,1.15,0.20
1327,speed,0.24,0.24,0.19
1327,strength,0.41,0.41,0.01
1328,agility,0.03,0.03,0.01
1328,analytical reasoning,0.50,0.50,0.01
1328,bravery,-0.28,-0.28,0.26
1328,endurance,1.14,1.14,0.15
1328,honesty,-1.35,-1.35,0.09
1328,intuition,0.67,0.67,0.02
1328,loyalty,0.14,0.14,0.14
1328,memory,0.51,0.51,0.05
1328,obedience,-0.19,-0.19,0.76
1328,pain tolerance,1.15,1.15,0.01
1328,perception,2.78,2.78,0.05
1328,reflex,0.76,0.76,0.19
1328,speed,-0.16,-0.16,0.13
1328,strength,1.49,1.49,0.25
1329,agility,1.33,1.33,0.40
1329,analytical reasoning,-0.64,-0.64,0.16
1329,bravery,0.30,0.30,0.34
1329,endurance,1.72,1.72,0.33
1329,honesty,0.06,0.06,0.09
1329,intuition,-0.80,-0.80,0.17
1329,loyalty,0.42,0.42,0.21
1329,memory,0.11,0.11,0.05
1329,obedience,0.71,0.71,0.06
1329,pain tolerance,-0.42,-0.42,0.05
1329,perception,0.59,0.59,0.17
1329,reflex,-0.29,-0.29,0.20
1329,speed,-1.18,-1.18,0.11
1329,strength,0.20,0.20,0.57
1330,agility,-0.42,-0.42,0.05
1330,analytical reasoning,1.96,1.96,0.06
1330,bravery,2.24,2.24,0.13
1330,endurance,0.98,0.98,0.24
1330,honesty,-1.00,-1.00,0.16
1330,intuition,1.13,1.13,0.05
1330,loyalty,1.44,1.44,0.16
1330,memory,1.10,1.10,0.03
1330,obedience,0.11,0.11,0.05
1330,pain tolerance,-0.03,-0.03,0.05
1330,perception,2.24,2.24,0.33
1330,reflex,0.70,0.70,0.02
1330,speed,0.44,0.44,0.07
1330,strength,0.76,0.76,0.03
1331,agility,-0.38,-0.38,0.05
1331,analytical reasoning,1.32,1.32,0.01
1331,bravery,-0.61,-0.61,0.04
1331,endurance,2.72,2.72,0.10
1331,honesty,3.67,3.67,0.17
1331,intuition,-0.20,-0.20,0.13
1331,loyalty,1.50,1.50,0.12
1331,memory,-0.89,-0.89,0.55
1331,obedience,-1.54,-1.54,0.09
1331,pain tolerance,0.99,0.99,0.04
1331,perception,-1.89,-1.89,0.23
1331,reflex,0.77,0.77,0.33
1331,speed,-0.30,-0.30,0.15
1331,strength,-0.98,-0.98,0.25
1332,agility,-0.80,-0.80,0.09
1332,analytical reasoning,-2.17,-2.17,0.40
1332,bravery,0.50,0.50,0.07
1332,endurance,0.19,0.19,0.88
1332,honesty,0.64,0.64,0.02
1332,intuition,1.52,1.52,0.28
1332,loyalty,0.11,0.11,0.04
1332,memory,-0.87,-0.87,0.13
1332,obedience,0.51,0.51,0.27
1332,pain tolerance,0.36,0.36,0.17
1332,perception,0.31,0.31,0.01
1332,reflex,-0.88,-0.88,0.24
1332,speed,0.38,0.38,0.17
1332,strength,-0.19,-0.19,0.09
1333,agility,-0.49,-0.49,0.07
1333,analytical reasoning,1.31,1.31,0.05
1333,bravery,-1.59,-1.59,0.07
1333,endurance,2.43,2.43,0.14
1333,honesty,1.17,1.17,0.16
1333,intuition,0.77,0.77,0.29
1333,loyalty,1.05,1.05,0.08
1333,memory,-1.94,-1.94,0.18
1333,obedience,-0.79,-0.79,0.06
1333,pain tolerance,-0.09,-0.09,0.01
1333,perception,1.19,1.19,0.53
1333,reflex,-0.06,-0.06,0.05
1333,speed,0.92,0.92,0.17
1333,strength,-0.54,-0.54,0.37
1334,agility,-0.90,-0.90,0.52
1334,analytical reasoning,1.85,1.85,0.02
1334,bravery,1.41,1.41,0.48
1334,endurance,-0.12,-0.12,0.47
1334,honesty,1.44,1.44,0.17
1334,intuition,0.44,0.44,0.08
1334,loyalty,0.90,0.90,0.18
1334,memory,0.41,0.41,0.12
1334,obedience,-0.33,-0.33,0.25
1334,pain tolerance,3.03,3.03,0.26
1334,perception,2.52,2.52,0.01
1334,reflex,2.03,2.03,0.06
1334,speed,1.58,1.58,0.10
1334,strength,-0.42,-0.42,0.13
1335,agility,0.05,0.05,0.08
1335,analytical reasoning,0.04,0.04,0.12
1335,bravery,3.02,3.02,0.07
1335,endurance,1.22,1.22,0.19
1335,honesty,1.88,1.88,0.44
1335,intuition,-1.84,-1.84,0.40
1335,loyalty,1.36,1.36,0.34
1335,memory,0.70,0.70,0.36
1335,obedience,0.86,0.86,0.20
1335,pain tolerance,0.73,0.73,0.49
1335,perception,0.81,0.81,0.24
1335,reflex,1.13,1.13,0.27
1335,speed,0.60,0.60,0.21
1335,strength,1.03,1.03,0.18
1336,agility,-0.67,-0.67,0.01
1336,analytical reasoning,-0.56,-0.56,0.01
1336,bravery,-0.17,-0.17,0.09
1336,endurance,0.80,0.80,0.07
1336,honesty,-0.31,-0.31,0.11
1336,intuition,-0.44,-0.44,0.04
1336,loyalty,0.34,0.34,0.15
1336,memory,-1.11,-1.11,0.05
1336,obedience,-0.73,-0.73,0.27
1336,pain tolerance,0.35,0.35,0.01
1336,perception,1.84,1.84,0.33
1336,reflex,-0.04,-0.04,0.15
1336,speed,3.56,3.56,0.40
1336,strength,0.89,0.89,0.21
1337,agility,1.77,1.77,0.98
1337,analytical reasoning,2.14,2.14,0.02
1337,bravery,0.88,0.88,0.16
1337,endurance,0.29,0.29,0.04
1337,honesty,-1.43,-1.43,0.29
1337,intuition,1.07,1.07,0.07
1337,loyalty,-1.27,-1.27,0.11
1337,memory,-0.71,-0.71,0.58
1337,obedience,1.77,1.77,0.33
1337,pain tolerance,1.16,1.16,0.09
1337,perception,1.08,1.08,0.42
1337,reflex,-0.63,-0.63,0.10
1337,speed,1.77,1.77,0.20
1337,strength,0.86,0.86,0.15
1338,agility,-1.06,-1.06,0.05
1338,analytical reasoning,-0.03,-0.03,0.09
1338,bravery,-1.05,-1.05,0.11
1338,endurance,-0.04,-0.04,0.01
1338,honesty,-0.04,-0.04,0.36
1338,intuition,1.50,1.50,0.43
1338,loyalty,1.50,1.50,0.14
1338,memory,0.21,0.21,0.29
1338,obedience,1.89,1.89,0.04
1338,pain tolerance,-0.01,-0.01,0.14
1338,perception,-0.19,-0.19,0.01
1338,reflex,0.21,0.21,0.82
1338,speed,0.17,0.17,0.12
1338,strength,0.56,0.56,0.07
1339,agility,-0.52,-0.52,0.04
1339,analytical reasoning,0.02,0.02,0.53
1339,bravery,0.64,0.64,0.29
1339,endurance,-0.37,-0.37,0.04
1339,honesty,0.12,0.12,0.72
1339,intuition,1.83,1.83,0.44
1339,loyalty,-0.29,-0.29,0.03
1339,memory,-1.50,-1.50,0.20
1339,obedience,-0.25,-0.25,0.12
1339,pain tolerance,2.75,2.75,0.38
1339,perception,0.73,0.73,0.07
1339,reflex,-1.18,-1.18,0.03
1339,speed,-0.84,-0.84,0.01
1339,strength,1.76,1.76,0.10
1340,agility,0.21,0.21,0.05
1340,analytical reasoning,-0.26,-0.26,0.21
1340,bravery,1.16,1.16,0.02
1340,endurance,-1.20,-1.20,0.14
1340,honesty,-0.70,-0.70,0.33
1340,intuition,0.65,0.65,0.16
1340,loyalty,-0.94,-0.94,0.88
1340,memory,-1.21,-1.21,0.02
1340,obedience,-0.05,-0.05,0.04
1340,pain tolerance,-1.49,-1.49,0.37
1340,perception,-0.81,-0.81,0.06
1340,reflex,0.21,0.21,0.23
1340,speed,0.40,0.40,0.10
1340,strength,-2.28,-2.28,0.04
1341,agility,-0.52,-0.52,0.09
1341,analytical reasoning,2.13,2.13,0.02
1341,bravery,0.94,0.94,0.04
1341,endurance,0.81,0.81,0.01
1341,honesty,-0.58,-0.58,0.13
1341,intuition,-1.05,-1.05,0.13
1341,loyalty,0.15,0.15,0.01
1341,memory,-0.36,-0.36,0.05
1341,obedience,-0.17,-0.17,0.16
1341,pain tolerance,0.33,0.33,0.41
1341,perception,1.37,1.37,0.76
1341,reflex,1.59,1.59,0.01
1341,speed,-0.01,-0.01,0.03
1341,strength,0.87,0.87,0.02
1342,agility,2.32,2.32,0.09
1342,analytical reasoning,0.07,0.07,0.18
1342,bravery,-1.06,-1.06,0.11
1342,endurance,2.74,2.74,0.16
1342,honesty,0.33,0.33,0.07
1342,intuition,1.09,1.09,0.06
1342,loyalty,0.22,0.22,0.02
1342,memory,1.04,1.04,0.06
1342,obedience,-0.12,-0.12,0.09
1342,pain tolerance,-1.87,-1.87,0.05
1342,perception,1.34,1.34,0.31
1342,reflex,-0.77,-0.77,0.22
1342,speed,1.07,1.07,0.01
1342,strength,-1.19,-1.19,0.08
1343,agility,0.14,0.14,0.01
1343,analytical reasoning,-0.08,-0.08,0.14
1343,bravery,1.52,1.52,0.44
1343,endurance,2.08,2.08,0.34
1343,honesty,0.16,0.16,0.22
1343,intuition,-0.11,-0.11,0.26
1343,loyalty,-0.20,-0.20,0.33
1343,memory,1.06,1.06,0.45
1343,obedience,-0.06,-0.06,0.11
1343,pain tolerance,1.18,1.18,0.14
1343,perception,0.75,0.75,0.01
1343,reflex,0.28,0.28,0.01
1343,speed,1.72,1.72,0.42
1343,strength,1.02,1.02,0.37
1344,agility,1.19,1.19,0.16
1344,analytical reasoning,0.73,0.73,0.12
1344,bravery,-0.58,-0.58,0.01
1344,endurance,0.42,0.42,0.19
1344,honesty,0.10,0.10,0.19
1344,intuition,0.97,0.97,0.20
1344,loyalty,0.60,0.60,0.20
1344,memory,-1.14,-1.14,0.01
1344,obedience,1.45,1.45,0.33
1344,pain tolerance,-0.93,-0.93,0.01
1344,perception,0.09,0.09,0.04
1344,reflex,1.97,1.97,0.04
1344,speed,0.14,0.14,0.17
1344,strength,2.13,2.13,0.10
1345,agility,0.77,0.77,0.01
1345,analytical reasoning,-0.47,-0.47,0.08
1345,bravery,-0.40,-0.40,0.15
1345,endurance,-0.23,-0.23,0.01
1345,honesty,-0.21,-0.21,0.43
1345,intuition,0.33,0.33,0.02
1345,loyalty,-0.30,-0.30,0.02
1345,memory,-0.68,-0.68,0.11
1345,obedience,1.93,1.93,0.07
1345,pain tolerance,0.05,0.05,0.05
1345,perception,-1.04,-1.04,0.06
1345,reflex,2.17,2.17,0.40
1345,speed,-0.28,-0.28,0.34
1345,strength,-0.57,-0.57,0.10
1346,agility,-0.01,-0.01,0.22
1346,analytical reasoning,0.17,0.17,0.02
1346,bravery,-0.26,-0.26,0.02
1346,endurance,-1.84,-1.84,0.06
1346,honesty,-1.18,-1.18,0.11
1346,intuition,-0.94,-0.94,0.30
1346,loyalty,-0.37,-0.37,0.07
1346,memory,-1.44,-1.44,0.01
1346,obedience,-0.66,-0.66,0.08
1346,pain tolerance,-0.84,-0.84,0.13
1346,perception,1.15,1.15,0.19
1346,reflex,0.13,0.13,0.30
1346,speed,-0.37,-0.37,0.09
1346,strength,0.28,0.28,0.52
1347,agility,-1.47,-1.47,0.01
1347,analytical reasoning,0.77,0.77,0.02
1347,bravery,0.94,0.94,0.01
1347,endurance,-0.01,-0.01,0.09
1347,honesty,-0.70,-0.70,1.18
1347,intuition,1.17,1.17,0.13
1347,loyalty,-0.44,-0.44,0.49
1347,memory,-0.03,-0.03,0.19
1347,obedience,0.71,0.71,0.52
1347,pain tolerance,0.70,0.70,0.33
1347,perception,-0.62,-0.62,0.22
1347,reflex,-0.78,-0.78,0.24
1347,speed,-0.09,-0.09,0.23
1347,strength,0.99,0.99,0.09
1348,agility,-1.62,-1.62,0.09
1348,analytical reasoning,0.71,0.71,0.14
1348,bravery,0.14,0.14,0.17
1348,endurance,0.08,0.08,0.03
1348,honesty,-0.60,-0.60,0.03
1348,intuition,0.12,0.12,0.05
1348,loyalty,0.16,0.16,0.22
1348,memory,0.41,0.41,0.01
1348,obedience,0.48,0.48,0.04
1348,pain tolerance,0.91,0.91,0.08
1348,perception,-0.04,-0.04,0.11
1348,reflex,-0.04,-0.04,0.14
1348,speed,0.61,0.61,0.01
1348,strength,0.48,0.48,0.02
1349,agility,-0.47,-0.47,0.12
1349,analytical reasoning,2.26,2.26,0.17
1349,bravery,-2.40,-2.40,0.33
1349,endurance,0.76,0.76,0.21
1349,honesty,0.31,0.31,0.02
1349,intuition,-1.01,-1.01,0.78
1349,loyalty,0.30,0.30,0.05
1349,memory,1.73,1.73,0.07
1349,obedience,0.51,0.51,0.01
1349,pain tolerance,0.46,0.46,0.01
1349,perception,-0.50,-0.50,0.26
1349,reflex,-1.24,-1.24,0.03
1349,speed,0.53,0.53,0.11
1349,strength,1.38,1.38,0.01
1350,agility,0.81,0.81,0.22
1350,analytical reasoning,0.46,0.46,0.07
1350,bravery,-0.67,-0.67,0.13
1350,endurance,0.71,0.71,0.04
1350,honesty,0.87,0.87,0.25
1350,intuition,0.84,0.84,0.01
1350,loyalty,2.96,2.96,0.66
1350,memory,0.80,0.80,0.19
1350,obedience,0.71,0.71,0.15
1350,pain tolerance,1.87,1.87,0.43
1350,perception,1.36,1.36,0.09
1350,reflex,0.35,0.35,0.08
1350,speed,0.41,0.41,0.28
1350,strength,0.48,0.48,0.22
1351,agility,0.33,0.33,0.02
1351,analytical reasoning,0.22,0.22,0.07
1351,bravery,0.37,0.37,0.01
1351,endurance,-0.78,-0.78,0.24
1351,honesty,0.77,0.77,0.50
1351,intuition,-0.01,-0.01,0.44
1351,loyalty,-1.40,-1.40,0.11
1351,memory,-0.15,-0.15,0.13
1351,obedience,0.05,0.05,0.25
1351,pain tolerance,0.21,0.21,0.02
1351,perception,-0.11,-0.11,0.15
1351,reflex,0.75,0.75,0.05
1351,speed,0.01,0.01,0.33
1351,strength,1.31,1.31,0.10
1352,agility,0.32,0.32,0.13
1352,analytical reasoning,0.79,0.79,0.03
1352,bravery,0.80,0.80,0.03
1352,endurance,0.19,0.19,0.02
1352,honesty,-0.86,-0.86,0.20
1352,intuition,-1.59,-1.59,0.20
1352,loyalty,1.40,1.40,0.36
1352,memory,1.47,1.47,0.07
1352,obedience,0.24,0.24,0.04
1352,pain tolerance,2.38,2.38,0.12
1352,perception,1.74,1.74,0.21
1352,reflex,-0.01,-0.01,0.27
1352,speed,0.08,0.08,0.05
1352,strength,1.08,1.08,0.01
1353,agility,0.54,0.54,0.10
1353,analytical reasoning,-1.28,-1.28,0.15
1353,bravery,0.76,0.76,0.19
1353,endurance,1.42,1.42,0.09
1353,honesty,0.08,0.08,0.02
1353,intuition,-0.48,-0.48,0.04
1353,loyalty,-0.72,-0.72,0.15
1353,memory,-0.11,-0.11,0.17
1353,obedience,-0.25,-0.25,0.01
1353,pain tolerance,-0.35,-0.35,0.03
1353,perception,-0.12,-0.12,0.18
1353,reflex,1.97,1.97,0.19
1353,speed,-0.41,-0.41,0.11
1353,strength,1.19,1.19,0.05
1354,agility,-0.91,-0.91,0.06
1354,analytical reasoning,-1.85,-1.85,0.07
1354,bravery,-0.10,-0.10,0.10
1354,endurance,-0.23,-0.23,0.01
1354,honesty,1.41,1.41,0.01
1354,intuition,0.14,0.14,0.57
1354,loyalty,0.09,0.09,0.13
1354,memory,0.78,0.78,0.01
1354,obedience,-0.80,-0.80,0.16
1354,pain tolerance,-2.10,-2.10,0.23
1354,perception,-1.46,-1.46,0.06
1354,reflex,-0.63,-0.63,0.01
1354,speed,1.06,1.06,0.12
1354,strength,-0.79,-0.79,0.03
1355,agility,-0.70,-0.70,0.41
1355,analytical reasoning,-0.40,-0.40,0.01
1355,bravery,-0.01,-0.01,0.01
1355,endurance,-0.37,-0.37,0.10
1355,honesty,-0.30,-0.30,0.24
1355,intuition,1.06,1.06,0.07
1355,loyalty,0.55,0.55,0.08
1355,memory,2.00,2.00,0.14
1355,obedience,-1.73,-1.73,0.01
1355,pain tolerance,0.21,0.21,0.59
1355,perception,0.99,0.99,0.15
1355,reflex,0.19,0.19,0.01
1355,speed,-0.45,-0.45,0.01
1355,strength,1.01,1.01,0.20
1356,agility,-0.20,-0.20,0.02
1356,analytical reasoning,-0.35,-0.35,0.08
1356,bravery,1.28,1.28,0.07
1356,endurance,-0.87,-0.87,0.07
1356,honesty,0.47,0.47,0.12
1356,intuition,1.67,1.67,0.06
1356,loyalty,-0.49,-0.49,0.17
1356,memory,1.17,1.17,0.09
1356,obedience,-0.76,-0.76,0.21
1356,pain tolerance,0.89,0.89,0.01
1356,perception,0.77,0.77,0.66
1356,reflex,-1.03,-1.03,0.06
1356,speed,1.14,1.14,0.01
1356,strength,0.80,0.80,0.17
1357,agility,0.05,0.05,0.06
1357,analytical reasoning,-1.17,-1.17,0.01
1357,bravery,0.28,0.28,0.06
1357,endurance,1.44,1.44,0.02
1357,honesty,-0.22,-0.22,0.32
1357,intuition,1.44,1.44,0.07
1357,loyalty,-2.04,-2.04,0.02
1357,memory,1.41,1.41,0.16
1357,obedience,0.03,0.03,0.06
1357,pain tolerance,1.06,1.06,0.32
1357,perception,0.25,0.25,0.05
1357,reflex,-0.25,-0.25,0.34
1357,speed,0.02,0.02,0.04
1357,strength,0.80,0.80,0.43
1358,agility,2.06,2.06,0.04
1358,analytical reasoning,1.12,1.12,0.15
1358,bravery,-1.13,-1.13,0.07
1358,endurance,-0.14,-0.14,0.33
1358,honesty,0.27,0.27,0.09
1358,intuition,1.35,1.35,0.03
1358,loyalty,1.15,1.15,0.55
1358,memory,0.22,0.22,0.13
1358,obedience,-0.05,-0.05,0.01
1358,pain tolerance,-0.29,-0.29,0.49
1358,perception,-0.32,-0.32,0.39
1358,reflex,0.16,0.16,0.11
1358,speed,0.24,0.24,0.14
1358,strength,0.11,0.11,0.08
1359,agility,-0.07,-0.07,0.07
1359,analytical reasoning,-1.10,-1.10,0.07
1359,bravery,0.52,0.52,0.20
1359,endurance,0.25,0.25,0.20
1359,honesty,1.01,1.01,0.33
1359,intuition,2.30,2.30,0.07
1359,loyalty,1.40,1.40,0.02
1359,memory,1.81,1.81,0.08
1359,obedience,-1.07,-1.07,0.19
1359,pain tolerance,1.48,1.48,0.10
1359,perception,0.47,0.47,0.38
1359,reflex,0.65,0.65,0.24
1359,speed,-0.40,-0.40,0.23
1359,strength,-0.99,-0.99,0.34
1360,agility,0.04,0.04,0.07
1360,analytical reasoning,0.02,0.02,0.09
1360,bravery,0.08,0.08,0.18
1360,endurance,-1.38,-1.38,0.18
1360,honesty,3.46,3.46,0.01
1360,intuition,0.39,0.39,0.39
1360,loyalty,1.10,1.10,0.01
1360,memory,-0.01,-0.01,0.80
1360,obedience,0.60,0.60,0.01
1360,pain tolerance,-1.15,-1.15,0.01
1360,perception,-0.72,-0.72,0.04
1360,reflex,-0.05,-0.05,0.69
1360,speed,-0.67,-0.67,0.03
1360,strength,-1.18,-1.18,0.42
1361,agility,1.09,1.09,0.07
1361,analytical reasoning,0.31,0.31,0.50
1361,bravery,-0.45,-0.45,0.15
1361,endurance,0.22,0.22,0.16
1361,honesty,-1.11,-1.11,0.08
1361,intuition,0.61,0.61,0.03
